goods,purchases,parking,rental_bag,date
15,92280.0,1,2,2022-12-14
7,55210.0,0,1,2022-11-28
12,79470.0,1,1,2023-01-01
26,103490.0,0,2,2022-12-30
10,50170.0,0,0,2023-01-12
16,145500.0,0,2,2023-01-29
15,78700.0,0,2,2023-01-15
8,,0,0,2022-12-29
21,169840.0,0,2,2022-12-23
17,78510.0,1,2,2023-02-22
31,250530.0,0,2,2022-11-05
21,105470.0,1,0,2022-12-04
22,186080.0,0,2,2022-12-04
29,,1,2,2023-02-01
10,50990.0,1,1,2023-02-04
22,146250.0,0,2,2022-12-09
14,55590.0,1,0,2023-02-14
25,825600.0,0,2,2022-11-15
13,95090.0,1,2,2022-12-30
25,,0,2,2023-01-13
16,100160.0,0,2,2022-11-08
17,112040.0,0,0,2022-11-01
20,,1,2,2023-02-11
31,108760.0,1,2,2023-01-07
15,,0,2,2023-02-22
10,35620.0,0,1,2023-01-17
29,944150.0,0,2,2023-01-17
7,31840.0,0,1,2023-01-23
12,61370.0,1,0,2023-02-20
0,0.0,0,1,2022-12-14
29,208440.0,0,2,2022-11-18
14,119600.0,1,2,2022-12-19
23,,0,0,2022-11-11
1,6300.0,1,0,2022-12-29
6,328680.0,0,1,2022-12-22
19,,1,2,2022-12-18
25,89700.0,1,2,2023-01-29
22,,1,2,2022-12-10
15,,0,2,2022-12-18
13,,0,0,2022-11-05
14,,0,2,2022-11-08
22,,0,0,2022-12-23
26,90650.0,0,2,2022-11-02
20,131920.0,0,2,2023-01-07
15,76930.0,0,2,2022-12-31
23,149150.0,1,0,2023-02-05
25,175910.0,1,2,2022-12-04
31,133870.0,0,2,2022-11-04
28,251320.0,0,2,2022-12-26
10,,1,1,2023-02-23
14,100170.0,1,2,2022-12-16
31,244020.0,1,0,2022-11-03
2,7020.0,0,1,2023-01-03
4,28490.0,1,0,2023-01-25
6,48220.0,1,1,2022-12-29
12,74230.0,1,1,2023-02-10
1,8030.0,0,2,2022-12-04
1,151130.0,0,0,2022-12-14
23,87030.0,0,2,2022-12-04
13,51700.0,0,2,2022-12-02
22,109860.0,1,2,2023-02-26
14,70180.0,1,0,2023-02-17
26,1064030.0,1,2,2023-02-06
15,146640.0,1,0,2022-12-30
8,,0,1,2023-02-20
8,54240.0,1,1,2022-11-07
16,,1,2,2023-01-03
15,,1,0,2022-12-14
10,98300.0,0,0,2022-11-29
19,121430.0,0,2,2023-01-06
13,48950.0,0,2,2023-02-05
15,,1,0,2023-01-28
7,202610.0,1,0,2022-11-18
5,35180.0,1,0,2023-01-13
30,151460.0,1,0,2022-12-30
1,7280.0,1,1,2023-02-07
5,41170.0,1,0,2023-01-05
22,196820.0,0,2,2022-12-28
7,39000.0,0,0,2022-12-18
13,97400.0,0,2,2023-02-21
29,287130.0,1,2,2022-12-12
25,207790.0,0,2,2022-12-19
28,125310.0,1,2,2022-11-27
26,,0,0,2022-11-11
31,452750.0,1,2,2022-12-24
11,93990.0,0,0,2022-11-22
21,123330.0,1,0,2023-02-05
29,154460.0,0,2,2022-11-14
14,118570.0,0,2,2022-11-18
3,10870.0,0,1,2022-11-16
28,403070.0,1,2,2023-02-12
2,11470.0,1,1,2022-11-12
29,193530.0,0,2,2022-11-19
8,74950.0,0,1,2022-11-19
4,,1,0,2022-11-04
4,29520.0,1,0,2022-12-28
2,16480.0,1,0,2023-01-19
19,,0,2,2023-02-08
23,119220.0,1,2,2022-11-06
0,0.0,0,0,2023-02-28
21,174100.0,0,2,2022-12-13
2,,0,0,2023-01-15
29,198660.0,1,2,2022-12-15
16,115780.0,1,2,2022-12-19
5,33600.0,0,0,2023-01-18
12,467030.0,1,1,2023-01-30
15,,1,0,2022-11-20
12,79400.0,1,1,2022-12-06
11,41380.0,0,0,2023-01-08
13,162200.0,1,2,2022-11-08
28,,0,0,2023-01-09
22,107030.0,1,2,2022-11-01
18,152690.0,0,0,2022-11-12
27,,1,2,2022-12-31
2,8680.0,1,0,2023-01-19
30,190530.0,1,0,2023-01-22
17,149690.0,1,2,2022-11-25
12,241320.0,1,1,2022-12-19
22,109230.0,1,2,2023-01-20
31,247300.0,0,2,2023-01-30
11,102540.0,0,1,2022-12-31
11,38760.0,0,1,2023-01-01
4,26340.0,1,2,2023-01-05
0,0.0,1,2,2023-02-22
26,102150.0,0,2,2023-02-11
7,29070.0,1,0,2022-11-03
17,98010.0,0,2,2023-01-18
20,85890.0,0,0,2022-12-16
12,,1,1,2022-11-15
18,73670.0,0,2,2023-01-17
16,81610.0,1,0,2022-11-24
30,,0,2,2022-11-25
11,64290.0,1,0,2023-02-28
6,,1,0,2023-01-04
31,253960.0,1,2,2023-02-24
18,401050.0,0,2,2022-11-26
1,,0,0,2023-01-03
24,185470.0,1,2,2023-01-12
11,,0,1,2022-12-01
18,,0,2,2023-02-07
6,41220.0,1,1,2023-01-19
27,100380.0,1,0,2023-01-02
30,251060.0,0,2,2023-01-22
1,4850.0,1,1,2023-01-24
14,74610.0,1,2,2023-01-30
25,121360.0,1,2,2022-11-19
12,80850.0,0,1,2023-01-26
17,,0,2,2023-02-12
7,50130.0,0,0,2022-12-01
26,191090.0,0,2,2022-12-27
26,142620.0,1,2,2022-12-05
6,294690.0,1,0,2023-02-01
11,245970.0,0,1,2022-11-02
31,247780.0,1,0,2023-01-31
7,24390.0,0,0,2022-12-02
0,0.0,0,2,2023-01-01
17,79420.0,0,2,2023-02-07
18,89070.0,1,2,2023-01-11
15,113780.0,1,2,2022-12-07
1,4060.0,1,0,2022-11-23
30,178060.0,0,2,2023-01-30
5,41110.0,1,1,2022-12-05
16,134580.0,1,2,2023-02-24
22,78370.0,1,0,2022-12-25
9,67420.0,0,1,2022-12-26
20,200060.0,0,2,2022-12-17
30,545110.0,1,2,2023-02-02
24,349790.0,1,2,2023-01-14
11,,0,0,2022-12-19
6,309960.0,1,1,2022-11-04
0,0.0,1,0,2022-11-12
30,139870.0,0,2,2023-02-23
13,115140.0,0,2,2022-12-11
15,75500.0,1,2,2022-12-13
30,136100.0,0,2,2023-01-09
6,55760.0,1,1,2022-11-13
28,114970.0,0,2,2022-11-13
14,69850.0,1,2,2022-11-02
16,108000.0,1,2,2022-11-05
21,,0,0,2022-11-01
5,30300.0,0,1,2022-11-11
3,824540.0,1,2,2023-02-13
29,,1,2,2023-02-22
31,264140.0,1,2,2023-01-27
0,0.0,1,0,2022-11-11
22,177130.0,0,2,2023-02-05
14,110770.0,1,2,2022-11-19
10,,0,1,2023-01-20
30,190090.0,0,2,2023-02-22
16,77470.0,1,2,2022-12-10
1,4290.0,0,2,2022-11-29
27,156560.0,1,2,2023-01-10
6,52910.0,0,0,2022-12-07
8,46330.0,0,0,2023-01-30
15,360210.0,1,0,2022-11-09
19,154210.0,1,2,2022-12-22
2,10990.0,0,0,2023-02-14
6,43650.0,1,1,2023-02-26
17,299810.0,1,2,2022-12-08
14,85900.0,1,2,2023-01-28
11,42750.0,0,1,2023-01-13
27,198380.0,1,2,2022-12-17
14,77830.0,1,2,2023-01-08
5,34440.0,1,1,2023-01-22
0,0.0,1,0,2023-01-10
13,59970.0,1,0,2023-01-05
11,77720.0,0,0,2023-02-03
0,0.0,0,2,2022-11-27
7,47250.0,0,0,2022-11-25
12,211110.0,1,0,2022-11-24
16,112870.0,1,2,2023-01-21
26,,1,2,2023-01-10
18,1192520.0,1,2,2022-12-28
1,4990.0,1,0,2023-01-11
9,35870.0,0,1,2023-01-24
16,,1,2,2023-02-07
29,249440.0,0,2,2023-01-12
24,122980.0,1,2,2023-01-26
14,88510.0,0,0,2023-02-14
12,,0,1,2022-11-14
31,199420.0,0,2,2023-01-23
29,,0,2,2022-11-02
25,235640.0,1,2,2022-12-07
16,134820.0,0,2,2023-01-03
3,17410.0,0,1,2022-12-22
23,206570.0,1,2,2022-12-20
30,247850.0,0,0,2023-01-17
4,36020.0,0,0,2023-01-09
25,189850.0,0,2,2022-11-15
28,252480.0,1,2,2022-12-11
23,93640.0,1,2,2022-11-06
23,,1,2,2023-02-13
9,67220.0,0,0,2023-01-19
30,172180.0,1,2,2022-11-11
24,,0,2,2023-01-25
5,54760.0,0,1,2022-12-23
28,,1,2,2022-11-04
10,48920.0,0,1,2023-01-10
6,46810.0,0,1,2023-01-29
31,129860.0,0,2,2023-01-05
21,186330.0,1,2,2022-11-06
2,,1,0,2023-01-07
1,3670.0,0,1,2023-02-11
28,252900.0,0,2,2022-12-19
18,73770.0,1,2,2022-11-11
24,179400.0,0,2,2022-11-08
29,109120.0,0,2,2022-11-09
6,37500.0,0,1,2022-12-08
17,128310.0,1,0,2023-01-17
18,88690.0,1,0,2022-12-17
9,59800.0,0,1,2023-02-20
2,16350.0,0,0,2023-02-21
26,211580.0,1,2,2023-01-11
13,50580.0,0,2,2023-02-17
23,366550.0,1,2,2022-11-12
6,48330.0,1,0,2023-01-09
10,78200.0,1,1,2023-02-24
30,150150.0,0,2,2022-12-18
5,50780.0,0,1,2022-11-21
5,37210.0,0,0,2022-11-07
15,133850.0,0,2,2022-12-27
4,24310.0,1,0,2023-01-17
0,0.0,0,0,2023-02-22
4,22740.0,0,0,2022-11-28
0,0.0,1,0,2022-12-16
1,8650.0,1,1,2022-12-08
24,,1,0,2023-01-16
16,145210.0,1,0,2023-02-26
30,129860.0,1,0,2023-01-17
18,149020.0,0,2,2022-11-02
20,,0,2,2022-12-11
17,67250.0,1,2,2022-12-08
20,105010.0,0,2,2023-02-22
10,56590.0,0,0,2023-02-17
6,46500.0,1,1,2023-01-03
9,71400.0,0,1,2023-02-01
28,118390.0,0,2,2023-01-16
25,187240.0,1,2,2022-12-03
7,55730.0,0,0,2022-12-21
10,371510.0,0,0,2022-12-22
10,48770.0,1,1,2022-12-30
25,118150.0,1,0,2023-01-16
3,20690.0,1,2,2023-01-22
16,,0,2,2023-02-07
24,150950.0,1,2,2023-01-21
28,189810.0,0,2,2022-12-17
8,53540.0,1,1,2022-12-17
10,,1,1,2022-11-24
17,125020.0,0,2,2022-12-02
19,90540.0,1,0,2022-11-14
22,151490.0,1,2,2023-01-02
29,131590.0,0,0,2022-12-17
10,78000.0,1,1,2023-01-20
14,94470.0,1,2,2023-02-20
9,,0,1,2022-12-20
2,10140.0,1,2,2023-01-05
19,67960.0,0,0,2022-12-10
23,118050.0,1,2,2022-11-15
8,45780.0,0,1,2023-02-06
30,157200.0,0,2,2023-01-26
0,0.0,1,2,2023-02-20
0,0.0,1,0,2022-11-10
7,42630.0,0,0,2022-11-10
8,,1,0,2022-12-01
27,,0,2,2022-11-21
25,221840.0,1,2,2022-11-04
11,529980.0,0,0,2022-11-02
0,,1,2,2023-01-26
4,523940.0,0,0,2022-12-18
29,255630.0,0,2,2022-11-21
22,,0,2,2022-12-30
10,67070.0,1,1,2022-12-31
0,0.0,0,0,2023-02-07
22,121470.0,0,2,2023-02-08
13,114630.0,1,2,2023-02-17
27,215210.0,1,2,2022-12-28
30,182330.0,1,2,2022-12-13
29,205960.0,1,2,2022-11-14
17,116580.0,0,2,2022-11-11
10,37160.0,1,0,2023-01-30
0,0.0,0,0,2023-02-02
13,99140.0,0,0,2022-11-11
12,41770.0,0,1,2022-11-23
4,433470.0,0,1,2023-01-25
23,,0,2,2022-11-12
25,224860.0,0,2,2022-11-22
31,700790.0,0,2,2022-12-18
18,154380.0,0,2,2022-11-23
29,,1,2,2022-11-23
17,83770.0,1,2,2023-02-08
7,28430.0,1,0,2023-02-03
31,275310.0,0,0,2023-01-09
9,41210.0,1,1,2022-11-22
12,215610.0,0,1,2022-11-30
25,191620.0,1,2,2022-11-19
31,236460.0,0,2,2022-12-14
4,31030.0,0,0,2022-12-29
28,121770.0,0,2,2023-01-12
3,22610.0,0,1,2022-11-09
1,308910.0,0,1,2023-02-04
15,145600.0,1,2,2023-02-07
24,219530.0,0,2,2022-12-15
14,49200.0,1,2,2023-01-10
14,128480.0,0,2,2022-12-04
26,217040.0,1,2,2022-11-11
14,56990.0,1,2,2022-11-17
22,452580.0,1,2,2022-12-31
12,,1,1,2023-01-27
11,393400.0,1,0,2022-12-29
12,,0,0,2022-12-29
28,737180.0,0,2,2022-11-25
11,98750.0,0,1,2022-11-20
0,172890.0,1,0,2023-01-10
7,22770.0,1,1,2023-02-01
24,113070.0,0,2,2022-12-21
23,203990.0,0,2,2023-01-01
26,223680.0,1,2,2023-02-07
7,,0,0,2023-02-17
13,119760.0,1,0,2022-12-20
8,49870.0,1,0,2022-11-13
17,112740.0,0,0,2022-12-20
5,21530.0,0,1,2022-12-15
3,15050.0,1,1,2023-02-02
16,112080.0,0,2,2023-01-26
1,4530.0,0,0,2023-02-15
23,126950.0,1,2,2022-12-25
13,91700.0,0,2,2023-01-31
5,34760.0,0,1,2022-12-24
3,26970.0,1,0,2023-01-14
31,184260.0,0,2,2022-12-04
13,67620.0,0,2,2023-02-09
30,488320.0,0,2,2022-12-07
30,222780.0,0,2,2022-12-05
29,,1,2,2022-11-06
10,,1,1,2023-02-07
2,,1,2,2023-02-16
9,49050.0,0,0,2023-01-26
30,250850.0,0,2,2023-01-18
17,145550.0,1,2,2022-11-21
31,169340.0,0,2,2022-11-13
25,105770.0,1,0,2022-12-01
17,106320.0,0,2,2022-12-01
22,,0,0,2023-01-24
8,54150.0,0,0,2023-01-31
6,30910.0,0,0,2023-02-28
10,,1,1,2022-11-10
22,112560.0,1,2,2023-02-09
13,64520.0,1,2,2022-12-22
30,261070.0,0,2,2023-02-26
17,129440.0,0,2,2023-01-14
25,131830.0,0,2,2023-01-09
4,302730.0,1,2,2023-02-23
26,183740.0,0,2,2023-01-09
15,134850.0,1,2,2022-12-02
21,143900.0,0,0,2022-12-01
12,94300.0,0,1,2022-11-13
28,219970.0,0,0,2023-01-30
0,0.0,0,0,2022-12-29
4,29540.0,0,2,2023-02-06
11,49350.0,0,0,2023-01-04
7,28810.0,0,0,2023-01-28
24,211810.0,0,2,2023-02-13
0,0.0,0,1,2022-11-17
18,203650.0,1,2,2022-12-12
23,104870.0,0,2,2022-11-25
17,95250.0,1,2,2023-01-08
25,,0,0,2023-02-23
22,186950.0,1,2,2022-11-10
7,57350.0,1,0,2023-02-10
23,466100.0,0,2,2023-01-03
25,,1,2,2022-12-26
30,248480.0,1,0,2022-11-28
31,182530.0,0,2,2022-11-22
20,109220.0,1,2,2022-11-30
24,,0,2,2022-12-22
15,64120.0,0,2,2023-01-04
22,78760.0,1,2,2023-01-30
3,10780.0,1,1,2023-02-04
21,77580.0,0,2,2023-02-13
29,343930.0,1,2,2023-01-26
14,,1,2,2023-01-15
11,67470.0,1,1,2023-02-13
23,206060.0,1,2,2023-02-22
30,10440.0,0,0,2023-02-04
3,27850.0,0,1,2023-02-05
26,156030.0,1,2,2023-01-10
3,16850.0,0,0,2023-01-01
23,111590.0,0,2,2023-02-25
28,229000.0,0,2,2023-01-28
12,,0,1,2023-02-24
30,157520.0,1,2,2023-02-07
4,13710.0,0,1,2022-11-20
2,11980.0,1,0,2022-11-09
3,470580.0,0,2,2023-01-09
25,152130.0,0,2,2022-12-30
27,383660.0,0,2,2022-11-26
27,,1,2,2022-12-01
2,6910.0,0,0,2023-02-03
18,,1,2,2022-12-13
10,50410.0,0,1,2022-12-23
7,55070.0,1,1,2022-11-14
19,144430.0,1,0,2022-12-20
15,52610.0,1,2,2022-11-05
26,261110.0,1,0,2023-02-17
10,58230.0,0,1,2022-11-20
8,325740.0,0,0,2022-11-18
15,,1,2,2022-12-20
20,,0,0,2023-01-07
4,26400.0,0,2,2023-01-29
16,,1,0,2023-02-04
19,103720.0,1,2,2022-12-13
9,58110.0,0,0,2023-02-04
6,35100.0,0,1,2022-12-08
5,22520.0,0,1,2023-02-27
1,7970.0,0,0,2022-11-13
31,135830.0,0,2,2023-01-16
18,123620.0,1,2,2022-12-18
24,,0,2,2022-11-27
22,513700.0,0,0,2023-01-06
30,188930.0,1,0,2022-12-30
6,49440.0,0,0,2023-02-02
22,,1,0,2022-12-08
2,16220.0,1,2,2023-01-10
9,,0,1,2022-11-28
8,63120.0,0,1,2023-02-11
31,457880.0,1,0,2022-12-27
29,97250.0,1,2,2023-01-24
19,71040.0,0,2,2023-02-14
30,213500.0,0,2,2022-12-13
22,,1,0,2023-01-31
15,133890.0,1,2,2023-02-13
9,357530.0,0,0,2023-01-24
4,228360.0,1,1,2022-12-04
18,,1,0,2022-12-04
25,402020.0,1,2,2022-12-21
11,60750.0,0,1,2022-11-04
15,60030.0,1,0,2023-02-22
28,236400.0,1,2,2022-12-02
23,83560.0,1,2,2022-12-07
15,,0,0,2022-12-21
27,213710.0,1,2,2022-11-07
18,,1,2,2022-11-04
25,199730.0,1,2,2023-01-06
12,,0,1,2023-01-10
1,6930.0,0,0,2022-11-01
14,64250.0,0,2,2022-12-03
3,22090.0,1,1,2022-12-11
15,73390.0,1,2,2022-11-08
27,141220.0,0,2,2022-11-12
2,,1,0,2023-02-28
19,,1,0,2022-12-14
17,134530.0,1,2,2023-01-21
28,265920.0,1,2,2023-02-10
9,94820.0,1,1,2022-12-03
14,123880.0,1,2,2022-11-04
10,71490.0,0,1,2023-01-22
15,142890.0,1,0,2022-11-30
15,,1,2,2022-11-24
30,182840.0,1,2,2023-02-14
3,21600.0,1,0,2023-01-26
31,261960.0,0,2,2022-11-11
6,,0,0,2022-12-07
20,91380.0,1,2,2022-11-25
7,53690.0,1,0,2023-01-07
27,155220.0,0,2,2023-02-03
0,0.0,0,0,2022-12-07
25,506550.0,0,2,2023-02-07
4,15790.0,1,0,2022-12-15
5,29680.0,0,0,2023-02-25
11,189000.0,1,1,2023-01-15
25,109430.0,1,2,2022-12-21
30,201070.0,1,2,2023-01-06
31,200930.0,0,2,2023-02-21
29,,0,2,2022-12-30
22,693850.0,1,2,2022-12-28
12,55710.0,1,1,2022-11-20
31,266870.0,0,2,2023-02-16
5,23350.0,1,0,2023-02-11
2,10170.0,1,2,2022-12-16
13,40250.0,0,2,2022-12-14
10,81860.0,1,0,2022-12-30
2,17620.0,1,2,2023-01-25
7,52840.0,1,0,2023-02-19
2,11810.0,1,0,2023-01-03
21,193320.0,1,0,2022-11-23
29,249080.0,0,2,2023-01-17
9,276930.0,0,1,2022-12-09
11,45690.0,0,1,2023-02-24
3,19210.0,0,2,2023-01-30
17,92980.0,0,2,2022-12-11
21,175320.0,0,0,2022-12-09
1,,0,0,2023-01-20
20,145090.0,1,2,2023-02-16
5,36990.0,0,1,2023-01-02
11,62240.0,0,1,2023-01-31
28,,1,0,2022-11-23
19,90490.0,1,2,2022-12-25
13,,0,2,2022-12-04
5,31590.0,1,0,2022-12-12
6,41890.0,1,1,2023-02-04
14,101630.0,0,2,2023-02-10
31,255980.0,1,2,2023-01-11
3,,0,0,2022-11-13
15,122840.0,0,0,2023-02-23
20,138760.0,1,0,2023-02-21
19,120960.0,1,2,2022-12-18
13,46670.0,1,0,2022-11-15
10,70580.0,1,1,2023-02-13
4,18690.0,0,0,2022-12-24
31,236410.0,0,2,2023-01-10
17,89520.0,1,2,2022-11-22
8,56920.0,0,1,2022-11-09
19,,0,0,2023-02-03
15,,0,0,2022-12-15
11,45720.0,0,0,2023-02-26
24,86690.0,0,2,2023-01-17
5,985610.0,1,0,2023-02-14
27,219330.0,0,2,2022-11-21
16,91760.0,1,2,2022-11-03
7,25360.0,1,1,2022-11-18
20,,0,2,2022-12-25
19,126510.0,1,2,2022-12-07
8,228810.0,1,0,2022-11-20
4,27370.0,1,1,2022-11-23
31,,1,2,2022-12-04
1,6290.0,1,0,2022-11-23
27,,1,2,2023-01-29
30,216390.0,1,2,2023-01-29
8,32200.0,0,1,2023-01-31
2,,1,0,2022-12-08
19,68340.0,0,2,2022-11-16
13,221520.0,1,0,2023-02-28
12,224040.0,0,1,2022-12-03
28,250470.0,0,2,2023-01-29
20,186240.0,0,2,2022-12-14
22,189100.0,0,2,2023-01-27
28,118260.0,0,0,2022-11-11
11,68420.0,1,1,2023-02-26
29,175350.0,0,0,2023-02-13
7,37150.0,1,0,2022-12-13
3,14220.0,0,2,2022-11-08
18,64140.0,0,2,2023-02-02
23,,0,2,2023-02-11
30,293400.0,0,2,2023-02-20
9,68070.0,1,1,2023-02-27
28,213400.0,0,2,2022-12-15
4,18110.0,1,0,2023-01-30
28,,0,2,2023-01-20
21,165900.0,0,2,2023-01-17
31,138250.0,0,2,2022-12-13
2,9160.0,1,1,2023-02-21
12,62910.0,1,0,2023-01-29
1,,1,2,2022-11-15
1,8890.0,0,0,2023-01-11
8,42350.0,1,1,2022-12-18
19,166180.0,0,2,2022-11-09
3,15830.0,0,0,2022-12-06
11,,0,0,2023-01-08
1,8070.0,1,2,2023-02-05
5,33810.0,0,1,2023-01-28
20,,0,2,2022-12-29
13,,0,2,2023-01-30
9,,1,1,2023-02-20
15,,1,2,2022-12-11
4,418310.0,0,0,2023-01-18
9,,0,1,2022-12-07
21,127900.0,1,2,2023-01-21
22,185510.0,1,2,2022-12-08
13,68660.0,1,2,2022-12-24
5,50770.0,1,1,2022-12-16
26,,0,2,2023-01-13
26,208350.0,1,2,2022-12-02
31,264800.0,1,2,2023-01-20
14,68150.0,0,2,2022-12-01
17,147760.0,0,2,2023-01-08
15,108340.0,1,2,2022-11-25
28,97500.0,0,2,2022-12-17
17,105730.0,1,2,2022-11-04
15,121680.0,1,0,2022-12-18
24,,1,2,2022-12-22
29,,1,2,2022-11-02
23,,0,2,2022-12-08
30,356660.0,0,0,2022-12-12
7,,0,0,2023-01-28
3,15610.0,0,2,2022-11-09
26,186850.0,1,0,2022-11-23
31,,1,2,2022-12-26
21,161580.0,0,2,2023-01-02
8,38280.0,0,1,2023-01-09
31,530190.0,1,2,2023-01-18
15,81940.0,1,2,2023-02-13
26,112690.0,1,0,2023-01-31
19,152460.0,0,2,2022-11-23
7,27330.0,1,1,2022-11-10
17,151710.0,0,2,2023-01-06
19,128950.0,1,2,2023-01-13
28,70410.0,1,2,2023-02-06
6,177180.0,0,1,2023-01-18
10,76100.0,0,1,2023-02-09
15,111190.0,1,2,2022-12-14
14,,1,0,2022-12-04
25,,1,0,2022-11-13
21,,1,2,2022-11-22
29,229140.0,0,2,2022-11-20
18,128500.0,0,2,2022-11-29
21,73140.0,1,0,2022-11-06
18,118420.0,0,2,2023-02-04
12,129980.0,1,1,2023-02-15
16,141270.0,1,2,2022-11-24
3,21300.0,1,0,2022-12-12
22,,0,2,2023-01-31
20,173280.0,1,0,2023-02-22
9,51570.0,1,0,2023-01-03
5,261720.0,0,0,2023-01-29
11,64270.0,0,1,2023-02-09
6,21960.0,0,1,2023-01-17
5,,0,1,2023-01-18
8,86430.0,0,1,2022-11-15
9,74250.0,0,1,2023-01-25
8,26700.0,1,0,2022-12-21
16,108970.0,1,2,2023-01-12
18,87480.0,0,2,2023-02-22
18,231600.0,1,2,2023-01-06
4,29590.0,1,1,2022-12-17
14,46810.0,1,2,2023-01-19
6,40370.0,1,1,2022-12-24
11,74110.0,0,1,2023-01-27
14,62240.0,0,2,2023-01-05
22,135050.0,0,2,2023-01-07
6,47180.0,1,1,2022-11-20
0,0.0,1,1,2023-02-22
28,92110.0,1,2,2023-02-02
17,88140.0,1,2,2022-11-01
14,67570.0,0,2,2023-01-20
8,,0,1,2022-11-13
10,63780.0,0,1,2023-02-07
6,28100.0,0,1,2023-01-08
11,63990.0,0,0,2023-01-05
1,423810.0,0,0,2022-11-24
9,57790.0,0,0,2022-11-16
20,66590.0,0,2,2023-02-09
18,88500.0,1,2,2022-12-14
11,,0,0,2023-02-12
27,180180.0,0,0,2023-01-30
31,288490.0,0,2,2022-12-27
26,167740.0,0,2,2022-11-28
22,221550.0,0,0,2023-01-23
10,95590.0,0,1,2023-02-25
11,38250.0,0,1,2022-11-01
31,164760.0,1,2,2022-11-10
5,24290.0,0,0,2022-11-14
11,,0,1,2023-02-17
11,244420.0,0,1,2023-01-25
8,58550.0,0,0,2023-02-05
3,21780.0,0,1,2023-02-06
20,,1,2,2022-11-07
10,81180.0,1,1,2023-01-28
31,,0,0,2022-11-01
19,112930.0,1,2,2022-12-23
0,0.0,1,2,2022-11-11
29,250880.0,0,2,2023-01-23
27,157480.0,0,2,2023-01-29
30,116010.0,1,0,2022-12-02
7,,0,1,2023-02-20
7,49690.0,0,1,2022-12-06
2,11200.0,1,0,2023-02-04
13,116330.0,0,2,2022-11-28
17,93610.0,0,2,2023-02-03
20,112390.0,1,2,2022-11-02
28,151940.0,0,2,2023-01-28
30,114010.0,0,2,2022-12-10
14,69500.0,1,0,2022-11-14
27,212240.0,0,0,2022-11-15
30,258140.0,0,2,2022-12-08
26,185950.0,1,0,2022-11-17
25,217990.0,0,2,2023-02-10
6,104720.0,1,1,2023-02-26
22,77970.0,0,2,2023-01-17
1,5900.0,0,0,2023-01-18
20,793000.0,0,2,2023-02-21
22,798980.0,0,2,2023-01-09
23,,0,0,2022-11-04
24,144440.0,0,0,2023-02-08
31,214340.0,1,2,2023-01-22
18,,0,0,2022-12-26
10,67900.0,1,0,2023-02-28
14,47980.0,0,2,2022-12-18
4,,0,1,2023-01-20
20,,1,2,2022-12-20
31,203300.0,1,0,2023-01-08
23,,0,2,2023-02-12
1,,1,0,2022-11-02
24,129300.0,0,2,2022-11-13
21,89120.0,1,2,2023-01-12
12,,0,0,2023-01-03
21,134170.0,1,0,2023-01-17
16,135930.0,1,2,2022-12-10
3,,0,2,2023-01-02
0,0.0,0,0,2022-11-07
12,40290.0,1,1,2023-02-09
19,374310.0,0,2,2023-02-03
7,59580.0,0,1,2022-11-16
29,178820.0,0,2,2022-12-11
30,271190.0,1,2,2022-11-29
10,,1,0,2022-11-21
19,,0,2,2022-12-28
21,77300.0,1,0,2023-02-04
2,,1,0,2023-01-08
17,147390.0,1,2,2023-01-19
28,126820.0,0,2,2022-12-13
7,666090.0,1,0,2022-12-26
6,24600.0,0,0,2023-02-19
19,74380.0,1,2,2022-11-24
13,,0,2,2022-12-08
1,3710.0,0,1,2023-01-07
30,141720.0,0,2,2023-01-27
24,294630.0,1,2,2022-12-17
14,811830.0,1,2,2022-11-16
8,43230.0,0,0,2022-12-04
26,217160.0,1,2,2022-12-09
2,8510.0,1,2,2022-11-25
0,455260.0,0,1,2023-01-05
16,141360.0,1,2,2023-01-14
16,759290.0,0,2,2023-02-13
19,123590.0,0,0,2022-12-15
22,360110.0,0,2,2023-01-17
25,152760.0,1,2,2022-11-26
8,59290.0,0,0,2022-12-30
29,142230.0,1,0,2022-12-26
15,1010410.0,0,2,2022-12-14
22,,1,2,2022-12-26
15,123610.0,1,2,2023-01-17
16,104390.0,1,2,2023-01-28
1,6690.0,0,0,2023-02-21
23,160560.0,1,2,2022-12-18
10,45240.0,0,1,2023-02-25
26,,0,2,2022-11-24
25,196240.0,0,2,2023-01-03
4,205080.0,0,0,2023-01-11
29,119740.0,0,0,2022-12-03
26,,0,2,2022-11-20
25,101010.0,1,2,2022-11-25
10,68170.0,1,1,2022-12-20
13,,1,2,2023-01-29
1,713290.0,1,1,2022-11-01
30,,0,2,2023-01-13
24,,1,2,2022-12-02
17,62380.0,1,2,2023-02-01
7,31520.0,0,0,2023-01-30
28,129840.0,1,2,2023-02-08
13,98610.0,1,0,2022-11-01
2,8570.0,0,1,2022-11-29
26,110350.0,1,2,2023-02-03
14,129570.0,0,2,2022-11-20
9,81780.0,1,1,2022-12-07
8,,0,0,2023-01-08
17,,0,2,2023-01-27
21,146230.0,0,2,2022-12-07
13,77650.0,1,2,2023-02-15
25,90890.0,0,2,2022-11-07
20,,0,0,2022-12-02
7,,1,1,2022-11-23
29,107460.0,1,2,2023-02-05
30,117480.0,1,2,2023-01-08
16,111270.0,0,2,2023-01-31
0,0.0,1,0,2023-02-25
8,43350.0,0,1,2022-12-19
0,,0,0,2022-12-17
31,201490.0,1,2,2023-01-22
