enrollment_code,gender,bonus,penalty,school_code
PDADLX,F,0.0,0.0,SWHS
WURLJG,M,3.4,0.0,SWHS
AUYJOY,F,3.5,0.0,SSHS
HCKYQT,M,0.9,0.0,HJHS
GJBQOJ,M,0.6,0.0,PYHS
GMAIWF,F,2.1,0.5,SSHS
XWXFLO,F,3.3,0.0,NKHS
COQAZM,F,1.1,0.0,SSHS
DOLDNK,M,2.3,0.0,PYHS
KLHMMX,F,1.1,0.0,SWHS
MSGKLX,F,0.0,0.0,MWHS
ZHUOBC,F,0.0,0.0,SWHS
VPWBXO,F,1.6,0.0,PYHS
PSJBWI,F,6.1,0.0,MWHS
MRBNMB,M,0.5,0.0,HJHS
SWQRCG,F,4.1,0.0,MWHS
ALTLRL,F,2.3,0.0,SWHS
YHWPMD,F,4.5,0.0,PYHS
RFBGNR,F,3.1,0.0,PYHS
ZQGMTC,F,2.4,0.0,SSHS
UMGGUB,F,0.0,0.0,PYHS
TQXAMF,F,2.4,0.0,MWHS
SSNXYP,F,1.8,0.0,SWHS
JFKZVL,M,1.3,0.0,HJHS
MCPUCR,M,0.0,0.0,NKHS
VIUAUI,F,4.6,0.0,PYHS
PWYIGB,M,0.0,0.0,MWHS
JJMRQS,F,1.5,0.0,PYHS
MTICLU,M,5.1,0.0,SSHS
MJLSAW,M,3.2,0.0,SSHS
LRLKNM,M,4.3,0.0,MWHS
ADCQOA,M,1.5,0.0,MWHS
LGKZAD,F,5.0,0.0,SSHS
YYFIOX,M,5.8,0.0,SSHS
DKKLGF,F,3.3,0.0,NKHS
IGVAIG,M,2.3,0.0,HJHS
SIJKYR,M,2.8,0.0,PYHS
TOPRLG,F,0.0,1.0,MWHS
TGMOEH,F,0.6,0.0,PYHS
EPGRTQ,M,1.3,1.0,PYHS
BJMXRQ,M,3.5,0.0,SSHS
OQEIGM,F,3.6,0.0,MWHS
JAYNWP,M,3.2,0.0,PYHS
LPQNRP,F,5.3,0.0,SWHS
ODHMYQ,M,2.0,0.0,HJHS
MILSIY,M,3.8,0.0,NKHS
OKSJKL,M,3.7,0.0,PYHS
LKCASQ,F,3.1,0.0,NKHS
ARRRJM,F,2.1,0.0,HJHS
MBRAWJ,F,0.0,0.0,PYHS
QHNQTP,M,-0.0,0.0,HJHS
WGFRRJ,M,0.8,0.0,MWHS
JOJYQS,M,0.0,0.0,HJHS
VCPBVH,F,1.5,0.0,SSHS
JICUEF,F,5.3,0.0,HJHS
SNVMNZ,F,3.6,0.5,HJHS
HLYCTW,M,3.7,0.0,SWHS
PEXNNO,M,0.0,1.0,MWHS
BXZWUA,M,3.9,0.0,SSHS
JDSEQC,M,2.9,0.0,NKHS
BKQBGI,F,2.6,1.0,NKHS
CJAUTT,M,0.0,0.0,NKHS
DAJMZJ,M,2.5,0.0,PYHS
SFIEQH,F,0.3,0.0,HJHS
MWXCBT,M,2.0,0.0,HJHS
BKLOMD,M,1.4,0.5,PYHS
NULBFT,M,2.7,0.0,NKHS
WAKULS,F,1.8,0.0,SSHS
ZLWOUV,F,0.5,0.0,PYHS
YUHGUX,F,1.4,0.0,HJHS
ZIPSDZ,F,4.3,0.0,HJHS
NYISKG,F,3.7,0.5,NKHS
OKIAHQ,F,0.0,0.5,NKHS
ZBNAOI,F,0.8,0.0,MWHS
OBUUJJ,M,2.0,0.0,SWHS
NFQKVK,M,2.8,0.0,MWHS
KAMLKC,F,0.0,0.0,MWHS
UGHMPX,M,2.0,0.0,SWHS
ZTDORZ,M,1.7,0.0,SSHS
XRHTCS,F,5.6,1.0,PYHS
GHCRBX,M,2.3,0.5,NKHS
DMNGMQ,F,0.0,0.5,SSHS
DHXKBN,M,0.9,0.0,MWHS
FAGSBG,M,2.6,0.0,MWHS
QCBMWX,F,3.2,0.0,MWHS
WNFDXI,F,0.0,0.0,HJHS
GTOSHJ,M,3.6,0.5,MWHS
UMLXXI,F,0.5,1.0,PYHS
EHXZBZ,F,3.5,0.0,SWHS
UEFBNY,M,0.6,0.5,MWHS
CMYQLO,F,2.9,0.0,SWHS
BLUYEP,M,0.5,0.0,NKHS
ERVDIX,M,1.0,0.0,SSHS
TGLQLN,F,6.3,0.5,HJHS
TZUMXJ,M,1.0,0.0,SSHS
JIWBYR,F,0.0,0.0,HJHS
RNOMFK,F,0.2,0.0,SSHS
TVMKLM,F,3.9,0.0,SWHS
GIBAAL,M,3.2,1.5,PYHS
ZVDOWD,M,3.1,0.5,SWHS
KHKBMP,M,0.4,0.0,MWHS
DMLKAM,F,2.9,0.0,SWHS
XVMUHX,F,1.0,0.5,HJHS
YBWBXN,F,1.2,0.0,HJHS
KICQZM,M,5.0,1.5,HJHS
CJMKAH,M,4.3,0.0,SWHS
ULQKSL,M,1.5,1.5,SSHS
XOFRGE,M,5.3,0.0,PYHS
PPUYYN,M,3.5,0.0,PYHS
MJDBFH,F,3.0,0.0,HJHS
KHEFJT,F,0.4,0.0,PYHS
SGIBAZ,F,0.9,0.0,SWHS
YUVXSW,F,3.3,0.0,HJHS
EYUPCX,M,0.8,0.0,HJHS
OXOQYM,M,0.5,0.5,MWHS
KTVGFN,F,3.6,0.0,PYHS
XUZTQQ,F,1.2,0.0,SSHS
UBHITL,F,0.1,1.0,NKHS
OUQHBX,F,1.8,0.0,NKHS
BMWXRS,M,3.0,0.0,SSHS
XNWEWJ,M,2.7,0.0,MWHS
LMOPDL,F,0.5,1.0,SSHS
CCIOFC,F,2.0,0.0,MWHS
VWRDAH,M,0.9,0.0,NKHS
ZNEYVL,M,0.0,0.0,NKHS
QRHPNS,F,0.7,0.0,HJHS
PFBHXK,F,3.2,0.0,SSHS
CXGRWT,M,2.2,0.0,SSHS
MLRXGI,M,3.4,0.0,HJHS
EQDGFQ,F,3.4,0.0,SSHS
JZPDCT,F,6.5,2.0,MWHS
WFUQQW,F,2.1,0.0,NKHS
IBFUPY,M,1.8,0.5,HJHS
XYOXYK,M,2.4,0.0,PYHS
QDNDVY,F,0.0,0.0,NKHS
AHXTDA,F,3.4,0.5,HJHS
UTWGWQ,F,4.6,0.0,NKHS
RGGNIG,M,0.0,0.0,PYHS
MLXTSC,F,1.5,0.0,SWHS
BDPJWE,F,5.3,0.0,SWHS
VCBECX,F,3.6,0.0,PYHS
BEHZDE,M,0.8,0.5,SSHS
SPGERA,M,1.6,1.0,SWHS
IXANJE,M,0.0,0.5,SSHS
AUEDJW,M,0.0,1.5,PYHS
NZMOQG,F,0.7,0.0,PYHS
HGRWMY,F,1.6,1.0,NKHS
UXNYUL,F,2.9,0.0,PYHS
VMGOFZ,M,6.5,0.5,NKHS
SSVFMD,F,0.2,0.5,PYHS
AJRAFO,M,0.0,0.5,MWHS
OFOORX,M,3.0,0.0,SSHS
VZGZSA,M,1.3,0.5,NKHS
ZSTVFF,F,3.2,1.0,SSHS
KIQYVQ,M,0.4,0.0,PYHS
VSIQOL,M,6.0,0.0,PYHS
FECIAY,F,1.3,0.5,NKHS
VYEJPH,F,1.6,1.5,NKHS
BWXRRU,F,2.7,1.0,NKHS
LXDIXD,M,0.2,0.5,PYHS
TVOSHM,F,2.9,0.0,MWHS
XCNMHW,F,4.0,1.5,MWHS
MZACCX,M,3.5,0.0,PYHS
IZQDPG,M,1.3,0.0,HJHS
XBAUAO,F,1.7,0.5,PYHS
AFZZGN,F,0.7,0.0,SSHS
HLHCNF,M,2.7,0.0,MWHS
VKFIPV,F,4.0,2.5,MWHS
MUANTS,F,0.0,0.5,NKHS
GGOLYH,F,0.0,0.5,SWHS
DVKJDX,M,0.6,1.0,PYHS
TSMBCJ,F,4.3,0.0,PYHS
GOHDZK,M,3.1,0.0,HJHS
TEBTDB,F,1.4,0.0,PYHS
FAVMMQ,F,0.7,0.0,SWHS
YNSTIH,F,0.0,0.0,HJHS
DXHGIR,F,4.5,1.0,PYHS
XQMMPM,M,0.0,0.0,SSHS
UEYVUC,M,0.0,1.5,NKHS
GXVTUE,M,4.4,0.0,NKHS
MPTQMU,M,3.7,0.0,SWHS
BAZRTG,F,2.4,0.0,SWHS
QMVOME,M,0.0,0.0,HJHS
BUOFKP,F,3.7,1.0,SWHS
DWQYPN,F,3.1,0.0,MWHS
RGHAAO,F,1.4,0.0,HJHS
VEJDMK,F,4.2,0.0,SSHS
OLPOVA,M,2.7,1.0,MWHS
ACSAOB,F,0.8,0.0,SSHS
GUWRKQ,M,0.7,0.5,SSHS
CSOUPL,M,3.6,0.0,PYHS
VAEIWH,M,1.8,0.0,MWHS
ZPJFZT,F,1.5,0.0,SWHS
VFEHSR,F,0.0,1.0,HJHS
AMBOPT,F,2.1,0.0,MWHS
RTBKRA,M,3.3,0.5,HJHS
XFABTL,F,4.0,0.0,PYHS
YOUDEU,M,0.1,1.0,SSHS
XBCBME,F,-0.0,1.0,SWHS
PHGJJO,F,3.8,0.0,HJHS
KYHSNA,M,1.1,0.5,MWHS
TYGOWK,F,3.2,0.0,PYHS
SAUBTE,F,3.0,0.0,PYHS
JRVEXN,M,4.2,0.0,SSHS
AVQSQD,M,2.0,0.5,HJHS
CKPQAZ,F,2.5,1.0,MWHS
RXAZPK,M,1.6,0.0,SSHS
QDRLOU,F,1.9,0.0,HJHS
GPBNNG,F,0.0,0.0,HJHS
QLLRAV,M,-0.0,0.5,SWHS
JEAPRS,F,0.5,0.0,SWHS
WGXDUT,F,2.6,1.0,HJHS
OWXVEX,M,1.4,0.5,NKHS
JLDDDB,F,3.2,0.0,MWHS
OOQGUY,F,2.6,1.0,SWHS
DSXLFP,M,6.7,0.0,PYHS
EWNRUT,M,3.1,1.0,MWHS
PBETRN,M,3.1,2.0,SWHS
JPECAT,M,3.3,0.0,MWHS
KZLDYH,F,3.1,0.0,SSHS
MRBMZD,F,0.8,0.0,SSHS
EWBSFM,F,3.3,0.0,SSHS
YMKDAN,F,1.6,0.0,MWHS
UVWGEQ,M,1.6,0.0,SWHS
WKFEEZ,M,3.4,0.0,SSHS
NKKCNS,M,3.3,0.0,NKHS
QGNCAJ,F,1.4,1.5,HJHS
ZLACSR,M,0.0,0.5,MWHS
LCQIPN,M,2.0,1.0,PYHS
KANVAT,M,0.2,0.5,NKHS
NZQZSR,M,0.0,1.0,HJHS
HHTVPJ,F,2.2,0.0,SWHS
EYAPHQ,F,2.7,0.5,SSHS
PHMWGL,F,3.2,0.0,NKHS
ZVXDYF,F,2.4,0.0,MWHS
QVHMLC,M,0.1,0.0,SSHS
JKVXNV,M,0.6,0.5,HJHS
UMTCQQ,M,3.7,1.0,NKHS
XWGQTR,F,6.0,0.0,NKHS
ZENQWT,M,2.0,0.0,SSHS
SBCBSQ,M,2.0,0.0,MWHS
LOVBWC,M,3.5,2.0,PYHS
YTGGIZ,F,5.0,0.0,SWHS
EAOSNX,M,1.8,0.0,MWHS
ITQTMB,F,6.7,1.0,MWHS
ZDQJKX,F,1.9,0.0,PYHS
ZMMSNE,F,0.6,1.0,SWHS
VDAHIA,F,2.1,0.5,SWHS
XMNILZ,F,4.1,0.0,SSHS
RJXCFA,M,0.6,0.0,NKHS
QOHCJL,F,0.2,0.0,SWHS
DKGMTO,F,1.7,0.0,SSHS
ICOQPB,M,2.8,0.0,PYHS
UIVWKL,F,1.2,1.0,SWHS
VTREXW,F,0.0,0.5,HJHS
OEULIY,F,4.9,0.0,PYHS
WGQFXZ,F,3.5,0.0,NKHS
PVDBFU,M,3.2,0.0,HJHS
LFLNPY,M,6.6,0.0,SWHS
URUWJZ,F,3.9,0.0,NKHS
CXUFMH,F,4.2,0.0,MWHS
VCABUJ,F,0.0,0.0,SWHS
SFEADT,F,3.3,0.0,SSHS
YWRUKX,M,0.6,0.0,HJHS
QGOZQT,F,1.8,0.0,SWHS
KZRRWL,M,2.4,0.0,HJHS
KASOLR,M,1.9,0.0,SSHS
MZMRSF,F,5.7,0.5,HJHS
OXTCYM,M,1.9,0.0,PYHS
GZKFAE,M,4.7,1.5,NKHS
AULABT,M,0.1,1.0,SWHS
YEJPNU,M,1.7,0.0,PYHS
DYINXL,F,1.1,0.5,NKHS
NOJPYH,F,1.7,0.0,SWHS
PPOIWU,M,3.2,0.5,SSHS
ORLJZZ,F,4.6,0.0,PYHS
UKWTQU,M,1.5,0.0,MWHS
BGLRBH,F,2.8,0.0,MWHS
CVODTY,M,5.2,0.0,SWHS
RHBKIX,F,1.2,0.0,NKHS
AVWNPF,M,4.1,0.0,SSHS
JYNZOF,F,1.5,0.0,MWHS
TELCHP,M,0.0,0.5,SSHS
LDNCUS,F,0.8,0.0,SSHS
TEASDF,F,0.0,0.0,MWHS
TYACJJ,M,2.2,1.0,SWHS
HRSCDZ,M,0.8,1.0,PYHS
SDUVFQ,M,0.9,0.0,SSHS
FPRRWQ,F,0.0,0.0,NKHS
CYNPFX,M,1.9,0.0,SSHS
AOKSTJ,M,3.8,0.0,HJHS
TSKJGT,F,0.7,1.0,HJHS
NRHORL,M,4.4,0.0,HJHS
XVGIAV,M,1.7,0.5,MWHS
GJIMDD,F,2.3,0.5,PYHS
AROQHT,F,0.0,0.0,SSHS
BNGMZX,F,0.0,0.0,SSHS
LATEKQ,M,0.4,0.0,NKHS
RCWYTZ,M,3.3,0.0,SWHS
HFOFDB,M,1.1,0.0,SSHS
HYMEOP,F,2.6,0.0,SWHS
ZFQXSC,F,5.7,0.0,SSHS
WZDDTM,M,1.7,0.0,HJHS
CHVCLW,M,1.9,0.0,PYHS
WDHCKQ,M,2.2,0.0,SWHS
CEZPYM,M,4.1,0.0,NKHS
RFILRN,M,4.6,0.0,MWHS
JOVAXT,F,2.1,1.5,SSHS
RLICLK,M,1.4,0.0,MWHS
BDREZP,F,0.8,1.0,SSHS
RZKDHO,M,1.4,0.0,SSHS
HAHHOW,F,1.0,0.0,SWHS
JIRTVG,M,1.8,0.0,SWHS
IOYNYI,F,3.4,0.0,SSHS
IEBIRF,M,0.0,0.0,MWHS
UQZQVA,M,2.2,0.5,HJHS
XQJHTB,F,0.4,0.0,SWHS
JFSEMP,M,5.4,0.0,MWHS
HBEGIT,F,0.0,1.5,NKHS
POYIGB,M,3.5,0.0,PYHS
WVZBYA,F,8.1,0.0,MWHS
SISQZN,M,2.4,0.0,HJHS
KZHJGN,F,1.9,0.0,HJHS
EQMFCL,F,1.3,0.0,PYHS
HSCZUN,M,4.6,0.0,MWHS
JOZQFP,M,1.0,0.0,SSHS
WSVNOX,M,1.5,0.0,SSHS
QADUIC,F,0.0,0.0,PYHS
LLPHLA,F,1.3,0.0,MWHS
MPRHZY,F,2.4,0.0,PYHS
RLQDAO,M,2.5,0.0,SSHS
WGXFDM,F,2.2,1.5,HJHS
KRTWFR,M,2.5,0.0,HJHS
JMYIYA,F,0.0,0.0,NKHS
WBMTOY,F,5.1,0.0,SWHS
ZDFACL,M,3.3,0.0,NKHS
FZIUCE,F,2.8,0.0,HJHS
PBDMBG,M,2.7,0.0,SSHS
EPTLYS,M,4.2,0.0,SSHS
GLGPYT,F,0.0,0.0,NKHS
GAWKAW,M,1.2,0.0,PYHS
YCPCFC,M,2.2,0.0,HJHS
LPHVIH,M,0.0,0.0,SWHS
UDLXVY,F,4.2,0.0,SWHS
VLTXXY,M,3.8,0.0,HJHS
VTNKEN,M,2.0,0.0,MWHS
ABMEWB,M,0.5,1.0,MWHS
QQJJRU,F,2.5,0.0,NKHS
QAJNMX,F,3.2,0.0,PYHS
RQSEMD,M,1.0,1.5,NKHS
KWOCGW,M,1.0,0.0,MWHS
HQVYLY,M,4.2,0.0,NKHS
QOTTWA,M,1.8,0.0,MWHS
MIHTNI,M,2.1,0.5,NKHS
FTDAXQ,F,0.0,0.5,SSHS
GMETNQ,F,2.4,0.0,NKHS
FTJYZG,F,0.1,0.0,SSHS
JNKXDW,F,1.3,0.0,HJHS
QGHBDD,F,3.9,1.0,SSHS
PYKJCP,M,3.8,0.0,PYHS
PAMWCF,M,0.0,0.0,PYHS
MVGLZO,M,0.3,0.0,NKHS
XHRRTQ,M,0.8,0.0,MWHS
QSLDKY,M,0.0,0.0,SWHS
IQURKD,M,0.3,0.0,PYHS
VVMLVT,F,2.7,0.0,PYHS
UTYJSG,F,5.3,2.0,NKHS
LLXWLE,M,6.3,0.0,NKHS
JUDFKD,M,0.4,0.5,SWHS
LVCJZO,F,0.3,0.0,NKHS
MILBFV,F,1.0,0.0,MWHS
VYCDJX,M,0.0,0.5,PYHS
WECIRH,M,0.3,0.0,NKHS
NRMYDY,F,0.1,0.0,PYHS
OVKYRQ,M,0.8,1.0,MWHS
ITZZBI,F,2.5,0.0,PYHS
WZTWRS,F,0.7,0.0,PYHS
HHLNYY,M,3.5,0.5,HJHS
RTTPJR,F,0.0,0.0,PYHS
ZXURBU,M,1.6,0.5,HJHS
VCXVRY,F,3.3,0.5,SWHS
VFEXLL,F,1.0,0.5,MWHS
YBTSES,M,0.7,0.0,NKHS
PPFSUU,F,3.6,1.5,PYHS
OYDAWU,M,4.3,0.0,SSHS
IXJCZD,M,0.0,0.0,HJHS
ZGJBJJ,M,2.6,0.0,SWHS
RGJCPL,M,0.0,0.0,HJHS
MBGVFH,F,3.8,0.0,PYHS
GHXQRV,F,1.7,0.0,SWHS
UXYFST,M,1.2,0.0,MWHS
VUGKYS,F,0.8,0.5,SWHS
XTTIFR,M,2.7,1.5,PYHS
PIEJWG,M,8.5,0.5,SWHS
XZLZSP,M,0.0,0.0,SSHS
QZCMHQ,F,1.4,0.0,NKHS
UMSAPG,F,3.5,0.0,SSHS
ALFKQR,F,2.2,0.0,PYHS
KCFBOF,M,0.0,0.0,HJHS
GUQGBY,F,5.1,1.0,SWHS
DZIRCL,F,1.4,0.0,NKHS
VSKHQA,M,6.4,0.0,SWHS
VIHCJF,M,1.6,0.0,HJHS
NWHPGH,F,1.8,0.0,SWHS
OTITUW,M,1.4,0.5,SSHS
AGDSAY,F,2.1,0.0,MWHS
CMBYGZ,F,0.0,0.5,PYHS
ROOZPB,F,0.0,0.0,PYHS
JCMYUZ,M,1.4,0.0,NKHS
SOGZCV,M,0.0,0.5,MWHS
BMNOCS,F,2.3,0.0,NKHS
WYZSOX,M,1.9,0.5,MWHS
VKQXZW,M,4.0,1.0,HJHS
BFPIFV,M,1.7,1.5,PYHS
ZADWCO,F,0.0,0.5,NKHS
SYMTYM,F,4.1,0.0,MWHS
VAUXWF,M,5.7,0.0,SWHS
QZYTWY,F,2.6,0.0,NKHS
MXJDEX,M,2.6,0.0,MWHS
SNACIW,M,3.7,1.0,HJHS
EGZOQD,M,0.0,0.0,HJHS
VSZTNB,F,0.0,0.0,MWHS
FQFCPK,M,0.0,0.0,HJHS
BFICSG,F,1.6,0.0,SSHS
NLJNON,M,2.0,0.0,HJHS
TAVBQR,F,0.3,0.0,HJHS
IDXFIE,M,1.7,0.0,MWHS
QXEIFT,M,3.6,0.0,MWHS
XUKWHU,F,2.1,0.0,PYHS
HXZNJE,F,4.7,0.0,PYHS
GZKHXH,M,1.5,0.0,NKHS
CJSOFR,M,1.6,0.0,HJHS
ICVXTL,M,2.6,0.0,HJHS
SLWLQA,F,1.9,0.0,MWHS
NDAHIL,F,1.9,0.0,NKHS
UXAGGZ,F,1.4,0.5,SSHS
GILLTO,M,2.5,0.0,MWHS
ATTTZD,M,1.7,1.0,HJHS
BTPEYO,M,0.5,1.0,SWHS
BRXURR,M,3.3,1.0,MWHS
QISAHP,F,0.0,0.0,SSHS
EPXSFO,M,3.3,0.0,PYHS
XISWZF,M,1.4,0.0,NKHS
WXIKFG,M,0.4,0.0,SSHS
KVRKLS,M,2.8,0.0,HJHS
FMNKVG,M,3.2,0.0,MWHS
YOWPNH,F,5.1,0.0,SSHS
QDHPCV,M,-0.0,0.0,SSHS
GNNRXF,M,4.6,0.0,PYHS
IFNYZC,M,4.8,0.0,PYHS
QILLXR,F,0.0,0.0,NKHS
SRQAKW,M,0.0,1.0,HJHS
KOLSUE,F,0.4,0.0,NKHS
SQRSZV,F,2.1,1.0,NKHS
YNXNNU,M,0.0,1.5,HJHS
UXGLME,M,2.1,0.0,HJHS
TJDLIN,F,0.6,2.0,NKHS
EHQWDI,F,0.0,0.5,PYHS
JGIJCZ,M,5.0,0.0,SWHS
YGQXIX,M,1.8,1.5,MWHS
BOASNE,M,1.0,0.0,NKHS
VLBLUS,M,0.0,0.0,SWHS
JAJMJT,M,5.3,0.0,MWHS
FVLBGC,F,0.7,1.0,HJHS
YRBKTS,F,0.0,0.0,SSHS
RLDKAN,M,2.9,0.0,SWHS
WGIEAS,F,0.0,0.0,NKHS
UEBQAR,M,3.1,0.5,HJHS
SHMDXH,M,0.9,0.0,MWHS
VLJVLA,F,3.0,0.0,MWHS
KWZRUX,M,1.8,1.0,SSHS
HPIFLD,F,2.0,0.0,HJHS
MCLBVZ,F,0.0,0.0,MWHS
JHDZYO,M,2.6,0.0,SSHS
ZTTXQF,M,1.7,1.5,PYHS
AXMVGW,M,1.9,0.0,SSHS
BGIVUT,M,3.7,0.0,MWHS
MRAJZW,F,5.3,0.0,MWHS
GMPEVS,M,1.2,0.5,NKHS
LJCRCR,F,3.4,1.0,SSHS
HOXGDC,F,0.4,0.0,NKHS
OGTXXN,F,0.6,0.0,PYHS
HQPROD,M,1.0,0.0,PYHS
RHQLPZ,M,6.8,0.0,HJHS
WJHNWK,F,5.2,0.0,HJHS
XODTHR,M,4.6,0.0,SSHS
OEBZXR,M,0.7,0.0,NKHS
WLSCWQ,M,1.0,0.0,SWHS
GIYQAB,M,1.1,0.0,SWHS
DBMEAN,F,0.0,0.0,MWHS
HLXSOE,F,3.9,0.0,SSHS
XDHFZB,M,2.6,0.5,HJHS
HYRMQF,F,2.2,0.0,PYHS
ZZTESY,F,4.2,0.5,HJHS
WMPHQA,M,2.5,0.0,PYHS
IAMAFF,M,0.2,0.0,PYHS
AABSRO,F,4.1,0.0,MWHS
RNAWHK,M,0.7,0.0,PYHS
TADGTT,M,1.8,0.0,PYHS
KGXHPE,F,2.6,0.0,PYHS
RMASXQ,F,0.0,0.5,SSHS
BITLKY,F,2.9,1.0,MWHS
XJBTGN,M,2.6,0.5,PYHS
HMZQKS,F,2.6,1.0,SSHS
WYTVVM,F,2.4,0.0,MWHS
LCNNMW,F,2.7,0.0,SWHS
TCWSYX,F,0.0,0.0,PYHS
HUVQSR,F,0.9,0.0,HJHS
CFYKXO,M,0.5,0.5,NKHS
QXBPYG,F,3.6,0.0,SWHS
TVXTJX,F,2.6,1.5,SSHS
HIXQZN,M,0.0,0.0,NKHS
RADTEM,M,0.8,0.0,NKHS
KYNYMI,F,2.3,0.0,HJHS
IDQIEY,F,0.9,0.0,NKHS
ZXQZHV,F,2.2,0.5,PYHS
ARFSTA,M,1.3,0.0,MWHS
APKWOJ,M,3.8,0.0,HJHS
EQATIK,M,4.1,0.0,SWHS
BAOLNK,M,0.3,0.0,SWHS
NYDVUL,M,0.0,1.5,MWHS
EUGSXS,M,3.0,0.0,HJHS
AAPRVA,M,3.2,0.0,HJHS
LVYLQN,F,2.0,1.0,SWHS
EXONPV,M,2.6,0.0,HJHS
WQKZVR,M,2.0,0.0,SWHS
IQWWNB,F,2.8,0.0,HJHS
WTWAZQ,M,1.9,0.0,HJHS
LIEQWT,F,2.4,0.0,NKHS
VDUEGM,M,2.6,0.0,PYHS
DFKRTM,F,3.1,0.0,HJHS
CZQPCI,M,0.0,0.0,SSHS
EWCKOK,F,0.3,0.0,SWHS
FEDZGR,F,1.8,0.0,HJHS
RURBTH,M,2.0,0.0,SWHS
MKQYXW,F,1.8,0.0,HJHS
NXYDCD,F,3.4,0.0,SWHS
SAKBKF,F,2.7,0.0,NKHS
NZAIIB,M,4.3,1.0,PYHS
OVUIPU,F,3.9,1.0,MWHS
NBRQNA,F,0.8,1.0,HJHS
HOBNKD,F,0.4,0.0,HJHS
JEPAHG,F,3.1,0.0,PYHS
HFRUKV,F,5.8,0.0,HJHS
MMHUUN,F,6.5,1.5,SWHS
FBBNXS,F,1.0,0.0,MWHS
AAJUIU,M,1.6,0.0,HJHS
TKBXAK,M,0.0,0.0,SSHS
SACEVX,F,0.6,0.0,SSHS
HBYNZG,M,5.0,0.0,NKHS
PTISGU,M,0.0,0.0,SSHS
LSSLPS,F,0.0,0.0,PYHS
TIYHGZ,M,2.2,1.0,NKHS
XMHJGF,F,2.6,0.0,MWHS
EXTMED,F,0.2,0.0,HJHS
YLRJCP,F,4.1,0.0,PYHS
MNYXSZ,F,1.7,0.0,SSHS
JDWQBS,M,3.9,0.0,NKHS
WBBGXB,M,0.0,0.0,NKHS
ILICPS,M,0.0,1.0,SWHS
WDKUKQ,M,3.0,0.0,HJHS
WJXMMG,M,0.0,0.0,PYHS
TOUAYC,F,2.5,0.0,NKHS
BEQIEL,M,1.3,0.5,SWHS
ZIKPQO,F,4.0,1.0,PYHS
BDAVKQ,F,3.9,1.5,NKHS
YLPNIX,M,4.4,0.0,NKHS
WLWSKT,M,4.6,0.0,NKHS
KRRMVH,F,1.6,0.0,HJHS
YUKZPU,F,2.0,1.0,SSHS
BMUGZG,M,4.0,0.5,MWHS
WYNHJZ,M,3.9,0.0,MWHS
POLIRV,M,1.8,0.0,SSHS
XCTCEN,M,1.3,0.0,PYHS
FFPWHT,F,0.0,0.0,MWHS
AZRPCC,F,0.0,0.0,HJHS
LEGIPH,M,0.0,0.0,PYHS
YAFYXW,M,3.8,0.0,SSHS
THDGXQ,M,0.0,0.5,SSHS
YVYNSO,F,1.4,0.0,SSHS
JMEQAG,F,1.9,0.5,PYHS
YWENTL,F,0.5,0.5,HJHS
AIEIZL,M,0.1,0.0,HJHS
OBBUTX,F,-0.0,0.0,PYHS
QUWEDR,F,2.0,1.5,SSHS
EOILOB,F,3.3,0.0,SSHS
LKQSLL,M,2.4,0.0,MWHS
GBXDBA,F,3.6,0.0,HJHS
QHLUMB,M,0.8,0.0,SSHS
SJGKTX,M,1.5,0.0,HJHS
FPLLEA,F,3.1,1.0,NKHS
MDSGYM,M,1.9,1.0,NKHS
LZFGMK,F,4.2,0.0,MWHS
SRFCPS,F,0.0,1.0,PYHS
OZMLAW,F,0.0,0.0,SWHS
HWDIGQ,M,1.7,1.0,MWHS
NWTGNV,F,0.0,0.0,PYHS
OIDZRJ,F,2.6,0.0,NKHS
PQMOCG,M,1.0,0.0,SWHS
SLWLNI,F,4.2,0.0,NKHS
SANUNI,M,1.3,0.0,PYHS
FDVZDX,F,5.2,0.5,NKHS
YRAIFQ,F,2.9,0.0,MWHS
MQUYDS,M,1.9,0.0,SSHS
BRJIJJ,M,1.8,0.0,HJHS
YVZDJP,M,1.4,0.5,PYHS
FBMFGC,M,7.1,1.0,MWHS
NDSDDX,M,1.7,2.0,SSHS
LLGCSM,F,4.6,0.5,NKHS
KKTFAA,F,0.1,0.5,HJHS
FSFCTY,F,0.1,0.0,SSHS
UFUTBM,F,0.0,0.0,PYHS
ZNTPEQ,M,1.3,2.0,MWHS
JENFQV,M,1.4,0.0,PYHS
PDMEWS,M,2.9,0.0,PYHS
WGMHLG,F,1.6,0.0,PYHS
DQRVJG,F,3.0,0.0,PYHS
TPTOMK,F,0.0,0.5,SSHS
RLXXUV,M,0.0,2.5,PYHS
ITJQCO,M,0.0,0.0,SWHS
PRIVVW,M,1.3,1.0,SSHS
BASLUA,F,3.5,0.0,NKHS
PEUDYI,M,6.5,0.5,NKHS
ZVCJWJ,M,2.7,2.0,MWHS
RGFCAH,M,1.0,0.5,HJHS
QJBOMV,F,3.6,0.0,SWHS
UQGWIV,F,4.5,0.5,PYHS
ENEZJK,M,0.8,0.0,MWHS
ZCRFUK,F,4.4,0.0,SSHS
PUDOKB,F,0.0,2.5,SSHS
BVPAFY,F,-0.0,1.0,PYHS
MSWKAQ,M,3.5,0.0,SWHS
FNWUHS,M,4.1,0.0,HJHS
QRQLKQ,M,2.9,0.5,SWHS
